,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
1537,Gian Marco Ferrari,DF,Sassuolo,1538,9,4,5,25,26,41,1,21.1,1384,551,739,82,92.8,96.0,95.8,66.7,1,1.0,8,64,3,0,89,24,2,12,16.7,1.3,1633,4,75.0,12,8,5,5,0,0.00,18,13,1,0,98,61.0
1538,Óscar de Marcos,"DF,FW",Athletic Club,1539,5,3,3,6,8,8,0,6.0,162,98,45,7,72.3,86.0,70.3,46.7,1,0.9,8,15,6,4,20,10,1,1,0.0,0.0,267,5,40.0,14,8,3,28,0,0.00,9,3,0,0,28,43.8
1539,Dario Maresic,DF,Reims,1540,0,0,0,1,1,6,0,1.0,52,18,28,6,83.9,94.7,90.3,50.0,0,0.0,0,4,1,0,5,2,0,0,,0.0,71,0,,2,0,0,0,0,0.00,0,1,0,0,3,33.3
1540,Miguel Marí,MF,Eibar,1541,0,0,0,0,0,0,0,0.1,1,0,1,0,100.0,,100.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,5,0,,0,3,0,0,0,0.00,0,1,0,0,1,
1541,Pablo Marí,DF,Arsenal,1542,2,0,1,0,1,10,0,1.3,85,29,42,14,85.0,93.5,95.5,63.6,0,0.0,0,6,0,0,5,0,0,0,,0.0,114,0,,0,0,0,0,0,0.00,2,0,0,0,9,66.7
1542,José María Giménez,DF,Atlético Madrid,1543,20,7,16,14,23,75,1,19.5,784,277,391,97,85.2,92.0,90.9,64.7,0,0.0,0,32,0,0,39,11,0,11,18.2,0.9,1071,3,100.0,1,5,2,2,0,0.00,14,15,0,0,87,73.6
1543,Mariano,"FW,MF",Real Madrid,1544,0,0,0,0,0,0,0,0.5,10,7,2,0,71.4,70.0,66.7,,0,0.0,1,0,0,0,1,1,0,6,33.3,0.9,24,2,50.0,2,0,0,2,1,2.00,2,0,0,0,2,50.0
1544,Adrian Mariappa,DF,Watford,1545,20,11,14,22,11,73,0,16.8,426,206,173,34,69.3,85.5,67.6,41.0,0,0.2,4,35,3,3,38,12,1,3,0.0,0.2,780,1,100.0,2,9,3,9,0,0.00,20,7,0,1,49,58.3
1545,Jordan Marié,"MF,FW",Dijon,1546,7,4,5,3,4,2,0,2.2,78,31,32,14,72.9,72.1,91.4,60.9,0,0.6,3,9,1,0,11,4,0,1,0.0,0.0,135,4,100.0,1,7,4,4,0,0.00,7,2,0,0,17,0.0
1546,Federico Marigosu,MF,Cagliari,1547,0,0,0,0,0,1,0,0.3,7,2,2,3,50.0,50.0,66.7,60.0,0,0.0,0,0,1,1,0,3,0,0,,0.0,17,1,100.0,1,1,1,2,0,0.00,0,2,0,0,0,0.0
1547,Adrián Marín,DF,Alavés,1548,22,13,15,13,13,32,0,9.5,245,132,88,18,67.9,82.5,68.2,34.6,0,0.2,6,23,4,2,28,13,1,3,0.0,0.7,471,21,42.9,13,7,5,17,0,0.00,25,4,0,0,34,56.3
1548,Guillermo Maripán,DF,Alavés,1549,1,1,1,0,2,10,0,1.0,9,2,5,1,75.0,66.7,83.3,50.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,25,0,,0,0,0,0,0,0.00,0,0,0,0,2,71.4
1549,Guillermo Maripán,DF,Monaco,1550,42,24,26,30,25,69,2,19.5,949,263,549,131,87.8,90.1,92.6,73.2,0,0.1,1,60,2,1,76,11,1,12,33.3,1.9,1271,4,50.0,12,7,2,6,2,0.10,14,5,0,0,114,56.5
1550,Marlon,DF,Sassuolo,1551,40,17,23,20,35,69,0,20.2,1383,633,642,90,94.2,96.5,97.1,75.0,0,0.6,10,79,3,0,79,19,1,4,25.0,0.7,1656,3,100.0,8,8,3,1,0,0.00,24,11,0,0,91,48.9
1551,Omar Marmoush,"MF,FW",Wolfsburg,1552,1,0,1,1,1,0,0,0.9,10,8,1,0,58.8,80.0,25.0,,0,0.0,0,0,1,0,2,1,0,1,100.0,0.1,39,7,28.6,2,3,3,4,0,0.00,2,0,0,0,9,0.0
1552,Gonzalo Maroni,"MF,FW",Sampdoria,1553,3,3,1,1,3,0,0,2.0,72,39,20,8,77.4,90.7,83.3,57.1,1,0.6,10,11,7,3,14,19,2,4,25.0,0.2,111,8,87.5,12,4,2,11,0,0.00,3,1,0,0,13,33.3
1553,Marquinhos,"MF,DF",Paris S-G,1554,39,11,20,25,25,31,1,16.4,1218,503,570,108,93.0,95.8,95.0,83.1,1,0.8,4,98,16,0,97,24,3,11,27.3,1.9,1477,9,77.8,8,8,10,9,3,0.18,19,6,0,0,128,52.1
1554,Bruno Martella,DF,Brescia,1555,18,9,9,13,17,48,1,14.1,406,201,155,42,70.4,85.5,71.1,47.7,0,1.5,15,35,17,13,54,34,2,10,20.0,0.3,722,25,52.0,32,18,5,54,0,0.00,7,4,0,0,69,40.7
1555,Roger Martí,FW,Levante,1556,18,7,11,14,6,17,0,25.2,283,173,77,17,62.5,77.6,56.2,43.6,1,3.0,25,23,15,0,56,45,4,53,37.7,7.4,696,22,59.1,29,72,23,132,7,0.28,57,32,2,1,49,34.0
1556,Anthony Martial,FW,Manchester Utd,1557,15,1,12,18,5,17,0,29.2,580,349,160,16,79.3,88.4,81.6,72.7,6,4.4,30,37,37,2,82,100,20,79,48.1,11.3,1042,97,51.5,76,74,61,275,17,0.58,28,41,1,0,44,21.2
1557,Aarón Martín,DF,Mainz 05,1558,29,9,15,11,30,36,0,19.9,649,379,193,56,71.6,88.8,67.7,39.4,0,2.9,32,33,16,9,44,54,1,9,33.3,0.3,1072,28,67.9,40,15,15,90,0,0.00,18,12,0,0,86,40.0
1558,Daniel Martín,GK,Betis,1559,0,0,0,0,0,3,0,5.9,139,41,54,43,75.5,100.0,94.7,52.4,0,0.0,1,1,0,0,0,2,0,0,,0.0,195,0,,0,0,0,0,0,0.00,0,1,0,0,8,100.0
1559,David Martin,GK,West Ham,1560,0,0,0,0,0,1,1,4.8,56,2,11,43,45.2,66.7,84.6,40.2,0,0.0,0,3,0,0,0,0,0,0,,0.0,132,0,,0,0,0,0,0,0.00,0,0,0,0,3,50.0
1560,Jonas Martin,MF,Rennes,1561,6,1,2,2,0,0,0,1.3,76,37,27,9,90.5,94.9,87.1,90.0,0,0.1,1,9,0,0,8,1,0,1,0.0,0.1,98,0,,1,2,3,0,0,0.00,3,1,0,0,16,60.0
1561,Jonas Martin,MF,Strasbourg,1562,5,1,3,3,1,3,0,2.7,166,71,65,21,89.2,89.9,97.0,77.8,0,0.2,3,10,2,0,13,7,0,1,0.0,0.0,208,4,75.0,3,3,4,1,0,0.00,4,4,0,0,18,33.3
1562,Josh Martin,"FW,MF",Norwich City,1563,1,0,0,1,1,0,0,0.4,12,11,0,1,80.0,100.0,0.0,100.0,0,0.0,0,1,0,0,0,0,0,1,100.0,0.1,19,0,,1,0,0,3,0,0.00,1,0,0,0,2,
1563,Gabriel Martinelli,FW,Arsenal,1564,20,7,15,15,3,8,0,7.4,82,54,20,4,58.6,68.4,54.1,57.1,0,0.1,2,3,5,0,12,8,0,12,41.7,2.2,273,32,28.1,31,29,12,65,3,0.41,9,10,0,0,34,16.7
1564,Álex Martínez,DF,Granada,1565,0,0,0,0,0,0,0,0.2,6,1,3,2,60.0,100.0,75.0,40.0,0,0.0,0,0,0,0,1,0,0,1,0.0,0.1,10,0,,1,0,0,0,0,0.00,0,0,0,0,1,
1565,Emiliano Martínez,GK,Arsenal,1566,0,0,0,0,0,1,0,8.6,212,58,107,41,72.4,100.0,97.3,34.7,0,0.0,0,6,0,0,0,0,0,0,,0.0,309,0,,0,0,0,0,0,0.00,0,0,0,0,4,
1566,Iñigo Martínez,DF,Athletic Club,1567,48,27,30,28,39,140,0,33.0,1200,365,576,245,75.9,88.0,83.6,59.5,1,1.0,10,117,9,4,132,32,3,27,14.8,2.3,1903,12,58.3,36,17,4,21,1,0.03,30,36,0,1,210,67.5
1567,Javi Martínez,MF,Osasuna,1568,0,0,0,0,0,1,0,0.1,5,5,0,0,83.3,83.3,,,0,0.0,0,1,0,0,0,2,0,0,,0.0,10,0,,0,3,0,2,0,0.00,0,0,0,0,0,50.0
1568,Javi Martínez,"DF,MF",Bayern Munich,1569,16,9,12,9,18,30,0,7.5,544,199,295,48,90.8,91.3,92.2,85.7,0,0.2,2,46,6,0,49,11,1,1,0.0,0.2,689,2,100.0,5,2,0,5,0,0.00,12,4,0,0,53,76.2
1569,José Martínez,DF,Granada,1570,21,14,16,6,18,46,0,13.2,376,88,227,57,73.3,81.5,81.9,50.0,1,0.1,1,26,2,0,33,4,0,2,0.0,0.1,630,5,100.0,10,7,1,2,0,0.00,4,7,0,0,66,65.5
1570,Lautaro Martínez,FW,Inter,1571,22,4,7,30,15,11,0,27.2,305,167,83,26,60.5,69.3,61.0,66.7,3,2.5,30,25,17,0,59,92,15,122,33.6,12.3,941,84,46.4,59,102,45,222,12,0.44,54,75,2,0,76,33.0
1571,Pablo Martínez,MF,Levante,1572,2,0,0,0,0,2,0,0.4,14,10,4,0,77.8,100.0,80.0,0.0,0,0.0,0,0,0,0,0,2,0,1,0.0,0.1,28,2,0.0,0,1,2,0,0,0.00,1,1,0,0,7,0.0
1572,Pablo Martinez,DF,Nîmes,1573,42,21,21,34,58,97,0,26.0,835,252,472,108,77.6,86.6,90.8,45.2,1,0.5,4,68,2,0,84,20,4,13,23.1,1.1,1344,6,66.7,18,7,3,2,2,0.08,24,32,0,0,146,47.3
1573,Gelson Martins,"DF,FW",Monaco,1574,30,17,22,9,19,10,1,18.6,615,392,172,18,78.1,88.3,76.4,46.2,1,3.4,27,35,20,7,61,65,6,28,35.7,5.0,1000,79,67.1,112,42,33,172,4,0.22,14,22,0,0,113,36.4
1574,Adam Marušić,DF,Lazio,1575,11,4,6,14,14,16,0,10.5,327,186,103,22,84.1,88.6,87.3,78.6,1,0.6,7,3,5,3,9,19,6,11,54.5,1.9,487,16,50.0,11,3,6,64,2,0.19,8,11,0,0,38,33.3
1575,Omar Mascarell,MF,Schalke 04,1576,42,21,23,46,62,40,0,22.5,1119,327,620,151,84.4,89.6,91.3,68.3,1,1.2,10,80,8,0,80,21,3,10,20.0,0.5,1587,13,92.3,6,14,12,10,0,0.00,26,18,0,0,166,53.2
1576,Andrea Masiello,DF,Genoa,1577,26,16,15,8,26,55,2,14.7,688,296,306,75,83.8,93.1,88.4,58.6,1,0.5,3,58,7,0,89,10,3,7,14.3,0.3,951,9,66.7,21,4,4,23,0,0.00,11,5,0,0,84,59.3
1577,Andrea Masiello,DF,Atalanta,1578,11,7,4,6,10,13,0,6.0,257,102,107,33,82.6,87.2,88.4,68.8,0,0.1,3,10,1,1,15,5,1,0,,0.0,361,0,,2,0,1,7,0,0.00,10,1,0,0,26,52.9
1578,Adam Masina,DF,Watford,1579,38,14,22,26,28,66,0,20.2,574,276,223,65,59.7,80.7,60.8,32.8,0,0.6,11,53,13,11,73,24,1,15,20.0,0.9,1197,16,56.3,18,16,12,32,1,0.05,26,12,0,0,99,67.0
1579,Jordi Masip,GK,Valladolid,1580,1,0,1,0,1,7,3,35.0,560,52,197,311,53.2,100.0,99.5,38.9,0,0.0,1,20,0,0,0,8,0,0,,0.0,1112,0,,0,2,0,0,0,0.00,0,2,0,0,35,83.3
1580,Arthur Masuaku,DF,West Ham,1581,41,23,23,19,14,23,0,10.4,476,303,137,23,78.2,87.1,82.0,43.4,1,1.2,7,32,5,3,40,10,1,5,40.0,0.1,767,44,61.4,41,15,19,37,0,0.00,10,9,0,0,74,46.2
1581,Jaime Mata,FW,Getafe,1582,21,3,13,16,7,15,0,30.5,486,285,142,28,63.0,71.8,63.1,51.9,3,2.9,29,36,21,13,45,72,10,54,37.0,7.9,1098,32,43.8,25,107,48,224,8,0.26,85,53,1,0,94,42.7
1582,Juan Mata,"MF,FW",Manchester Utd,1583,7,2,3,5,0,2,0,8.4,459,275,120,36,84.5,95.5,80.0,69.2,2,2.1,18,40,23,3,64,41,3,10,20.0,1.1,600,12,41.7,17,13,8,65,0,0.00,7,10,0,0,33,28.6
1583,Aleš Matějů,DF,Brescia,1584,48,23,27,41,37,109,3,28.3,939,437,380,92,81.1,86.0,85.2,61.7,1,0.9,9,47,10,4,80,21,2,6,66.7,0.4,1447,15,100.0,25,18,9,30,0,0.00,46,29,0,1,149,56.6
1584,Jean-Philippe Mateta,FW,Mainz 05,1585,2,0,2,3,1,11,0,11.7,129,78,38,2,62.6,72.2,61.3,33.3,1,1.2,6,4,2,0,10,17,2,34,32.4,5.2,338,28,60.7,11,42,18,63,2,0.17,9,7,0,0,28,54.2
1585,Nemanja Matić,MF,Manchester Utd,1586,46,20,24,21,22,28,1,17.6,1106,543,437,87,86.9,93.1,90.7,66.9,2,0.7,15,120,11,2,121,47,4,7,28.6,0.2,1437,24,83.3,39,18,16,8,0,0.00,27,18,0,0,146,53.1
1586,Joël Matip,DF,Liverpool,1587,13,4,9,8,12,38,0,7.8,470,147,282,34,84.2,86.0,93.1,47.9,0,0.0,1,43,2,0,36,9,0,4,25.0,0.3,640,2,100.0,6,3,2,2,1,0.13,7,6,0,0,51,90.0
1587,Rabbi Matondo,"FW,MF",Schalke 04,1588,10,3,3,4,5,1,0,12.9,155,87,41,9,65.7,73.1,71.9,56.3,0,0.8,12,7,6,1,16,34,0,23,30.4,3.2,397,52,55.8,38,46,33,93,2,0.15,22,17,0,0,42,14.9
1588,Alessandro Matri,"FW,MF",Brescia,1589,1,0,0,1,0,1,0,1.0,18,6,10,2,66.7,60.0,76.9,66.7,0,0.3,3,4,2,0,6,5,0,6,16.7,0.4,48,3,66.7,1,4,8,11,0,0.00,1,1,0,0,2,50.0
1589,Federico Mattiello,DF,Cagliari,1590,30,11,21,20,18,22,0,10.3,318,204,93,14,77.9,92.3,74.4,36.8,1,1.1,8,15,10,7,22,21,2,7,28.6,0.2,537,13,76.9,34,14,13,53,0,0.00,16,24,0,0,67,40.0
1590,Blaise Matuidi,MF,Juventus,1591,48,13,27,35,22,16,0,24.9,951,573,284,37,86.5,93.0,87.1,64.9,2,1.6,19,71,18,5,95,54,5,14,42.9,0.9,1366,24,37.5,22,40,17,118,0,0.00,40,26,0,0,106,49.0
1591,Neal Maupay,FW,Brighton,1592,20,9,12,24,4,10,0,30.7,543,314,174,27,77.7,86.3,82.1,75.0,3,2.1,25,35,23,1,66,73,7,94,38.3,11.8,1044,68,35.3,63,79,56,255,9,0.29,38,46,0,0,98,22.3
1592,Stephy Mavididi,"FW,MF",Dijon,1593,18,10,11,11,7,5,0,15.5,275,175,72,14,79.0,85.8,76.6,77.8,1,0.8,8,15,11,2,30,27,1,26,34.6,2.9,550,54,53.7,54,52,42,89,5,0.32,22,21,0,0,78,15.6
1593,Philipp Max,DF,Augsburg,1594,42,20,29,19,26,50,0,30.1,934,466,334,114,65.3,85.7,71.8,34.3,6,5.4,59,71,39,21,80,94,9,35,34.3,2.8,1658,15,53.3,60,32,12,101,7,0.23,13,17,0,0,180,40.0
1594,Alexandru Maxim,"MF,DF",Mainz 05,1595,4,1,2,0,1,1,0,1.3,60,33,16,8,76.9,94.3,80.0,44.4,0,0.7,6,4,1,0,10,8,1,3,0.0,0.1,97,8,62.5,6,4,2,10,0,0.00,3,0,0,0,8,0.0
1595,Eric Maxim Choupo-Moting,"FW,MF",Paris S-G,1596,12,4,9,3,1,3,0,5.0,85,51,22,1,78.7,87.9,78.6,50.0,1,0.6,6,0,5,0,14,14,4,18,44.4,2.6,170,13,69.2,8,15,7,45,3,0.60,2,6,0,0,17,20.0
1596,Kévin Mayi,"FW,MF",Brest,1597,0,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0,0.0,0,0,0,0,0,0,0,0,,0.0,1,0,,0,0,0,0,0,0.00,0,0,0,0,0,
1597,Borja Mayoral,FW,Levante,1598,12,2,3,11,4,6,0,23.8,445,287,98,34,77.4,84.9,76.0,61.8,2,2.7,24,36,19,3,52,65,12,47,42.6,10.1,746,47,57.4,38,37,42,148,8,0.34,18,26,0,0,63,36.7
1598,Luca Mazzitelli,MF,Sassuolo,1599,1,1,1,0,0,0,0,0.1,26,17,9,0,92.9,94.4,90.0,,0,0.0,0,3,0,0,2,1,0,0,,0.0,30,0,,0,0,1,1,0,0.00,0,0,0,0,3,
1599,Kevin Mbabu,DF,Wolfsburg,1600,69,35,48,33,23,53,0,18.8,622,278,254,80,67.2,81.3,71.3,51.0,1,2.7,16,55,17,14,70,48,8,11,27.3,1.7,1211,80,61.3,56,34,30,105,3,0.16,31,17,1,0,95,55.9
1600,Kylian Mbappé,FW,Paris S-G,1601,7,3,2,4,3,0,0,16.8,501,325,120,22,75.8,83.3,72.7,64.7,5,9.5,39,25,29,5,59,94,12,87,56.3,15.6,910,107,51.4,115,47,26,260,18,1.07,11,22,1,0,33,50.0
1601,Ibrahima Mbaye,DF,Bologna,1602,19,7,10,22,15,42,0,16.7,705,369,277,38,83.7,91.3,87.1,52.8,3,1.1,8,49,4,2,68,15,3,6,16.7,0.7,984,12,75.0,22,11,8,27,0,0.00,24,18,0,0,71,56.5
1602,Loïc Mbe Soh,DF,Paris S-G,1603,2,2,2,0,1,0,0,0.6,69,43,23,2,92.0,95.6,92.0,66.7,0,0.0,0,1,0,0,5,1,0,0,,0.0,80,0,,0,1,0,8,0,0.00,0,0,0,0,1,33.3
1603,Isaac Mbenza,FW,Amiens,1604,0,0,0,0,0,0,0,0.9,27,14,9,1,73.0,93.3,81.8,20.0,0,0.2,3,1,1,0,2,5,0,4,25.0,0.2,47,3,33.3,4,1,3,9,0,0.00,2,0,0,0,4,
1604,Nathanael Mbuku,"FW,MF",Reims,1605,4,0,2,0,2,1,0,4.4,76,42,25,4,67.3,71.2,80.6,40.0,0,0.2,3,11,2,0,15,10,1,8,12.5,0.5,170,19,47.4,14,9,10,31,0,0.00,7,18,0,0,21,50.0
1605,James McArthur,MF,Crystal Palace,1606,88,37,51,69,60,56,0,34.3,1166,624,415,84,77.1,88.4,81.2,53.5,3,2.4,34,124,23,5,174,70,8,28,21.4,2.0,1980,44,65.9,54,56,39,123,0,0.00,57,35,1,0,185,37.4
1606,Oliver McBurnie,FW,Sheffield Utd,1607,37,11,22,25,15,43,0,23.5,376,245,99,9,59.4,65.2,63.1,56.3,0,1.1,10,38,10,1,58,31,2,50,48.0,7.7,935,44,50.0,26,43,34,109,6,0.26,28,28,0,0,91,50.5
1607,Alex McCarthy,GK,Southampton,1608,1,1,1,1,0,11,3,28.0,459,66,154,238,55.6,98.5,96.3,40.3,0,0.0,1,22,1,0,1,6,0,0,,0.0,888,2,100.0,0,0,0,0,0,0.00,1,3,0,0,30,88.9
1608,James McCarthy,MF,Crystal Palace,1609,82,40,47,24,24,11,0,18.7,625,281,228,85,75.7,86.7,83.2,53.5,0,1.3,17,60,8,0,55,31,1,12,25.0,0.5,1040,10,70.0,8,18,11,23,0,0.00,31,18,0,0,133,44.1
1609,John McGinn,MF,Aston Villa,1610,53,18,35,25,25,18,0,25.7,600,219,252,112,75.6,84.9,82.6,65.1,3,2.5,37,80,31,7,113,92,9,55,36.4,3.9,1099,72,73.6,38,41,49,84,3,0.12,37,66,0,0,151,38.8
1610,David McGoldrick,FW,Sheffield Utd,1611,41,5,26,14,3,23,0,20.2,461,269,151,25,73.3,82.3,74.8,56.8,2,2.3,17,29,11,3,43,42,6,46,43.5,8.0,895,48,64.6,29,62,27,129,2,0.10,30,18,0,0,77,40.5
1611,Michael McGovern,GK,Norwich City,1612,0,0,0,0,0,1,1,1.8,30,14,8,6,58.8,100.0,100.0,22.2,0,0.0,0,0,0,0,0,1,0,0,,0.0,57,0,,0,0,0,0,0,0.00,0,0,0,0,3,
1612,Weston McKennie,"MF,DF",Schalke 04,1613,38,13,20,38,46,39,0,23.0,844,380,332,87,79.1,81.2,86.5,65.9,0,2.9,17,65,12,0,94,50,2,32,25.0,2.7,1339,46,58.7,34,30,20,71,3,0.13,37,15,0,0,175,59.4
1613,Kenny McLean,MF,Norwich City,1614,44,14,29,32,38,67,2,33.0,1362,736,443,117,77.4,86.6,81.7,51.3,1,2.6,24,158,16,3,173,69,4,30,33.3,1.4,2107,44,70.5,46,51,38,73,1,0.03,24,58,0,0,191,49.2
1614,Dwight McNeil,MF,Burnley,1615,47,23,33,60,30,34,0,37.1,894,470,257,133,68.5,87.5,69.6,50.2,6,7.7,55,97,42,34,97,116,14,48,29.2,2.3,1720,142,54.2,146,57,63,109,2,0.05,29,39,0,0,234,44.4
1615,Scott McTominay,MF,Manchester Utd,1616,43,17,22,25,31,34,2,19.7,822,352,340,103,80.0,83.4,84.8,72.0,1,1.0,16,92,11,3,95,46,3,29,34.5,2.2,1293,46,67.4,25,36,29,27,4,0.20,36,53,1,0,147,58.9
1616,Biagio Meccariello,DF,Lecce,1617,23,12,13,14,10,25,0,8.5,324,119,164,36,81.8,88.1,86.8,61.0,0,0.2,5,14,1,1,18,13,2,6,33.3,0.4,485,9,66.7,9,6,1,11,1,0.12,8,3,0,0,52,30.8
1617,Gary Medel,MF,Bologna,1618,43,16,22,24,34,31,2,19.8,998,454,440,85,89.7,91.0,94.2,79.4,0,0.3,10,95,3,0,102,33,1,5,20.0,0.2,1281,18,77.8,19,13,9,11,0,0.00,40,27,0,0,143,53.8
1618,Ben Mee,DF,Burnley,1619,41,17,22,42,42,165,2,32.0,906,284,497,117,71.2,82.8,83.5,39.5,1,1.6,9,54,1,0,56,28,2,17,35.3,1.7,1633,7,85.7,5,14,3,5,1,0.03,25,21,0,0,176,59.9
1619,Joshua Mees,"MF,FW",Union Berlin,1620,8,4,5,3,2,4,0,3.6,59,42,10,4,69.4,87.5,58.8,80.0,1,0.5,4,5,3,0,7,10,2,9,33.3,0.4,131,6,33.3,3,9,1,20,0,0.00,5,1,0,0,24,35.0
1620,Admir Mehmedi,"MF,FW",Wolfsburg,1621,14,4,6,10,5,4,0,13.3,410,239,106,31,71.9,83.9,72.1,44.9,2,2.0,19,37,15,3,55,42,6,23,39.1,1.6,687,12,50.0,14,22,18,94,2,0.15,25,25,0,0,67,45.8
1621,Soualiho Meïté,MF,Torino,1622,32,12,18,31,24,36,0,24.5,753,352,293,84,81.9,83.0,90.7,76.4,2,1.7,22,80,25,8,113,55,4,23,13.0,1.2,1191,80,77.5,59,45,35,40,0,0.00,34,35,0,0,139,58.4
1622,Farid El Melali,"MF,FW",Angers,1623,7,4,5,5,2,4,0,3.4,65,25,31,4,66.3,64.1,96.9,44.4,0,0.1,1,2,3,2,4,10,1,6,83.3,1.4,168,19,47.4,10,13,12,23,3,0.88,6,7,0,0,19,50.0
1623,Óscar Melendo,"MF,FW",Espanyol,1624,10,4,4,7,2,3,0,12.4,292,180,75,17,81.6,89.6,78.9,53.1,0,0.5,13,34,10,2,41,30,1,3,0.0,0.1,428,15,60.0,18,11,17,46,0,0.00,7,40,0,0,44,27.3
1624,Gonzalo Melero,MF,Levante,1625,20,7,13,12,9,15,1,13.7,459,262,148,26,81.5,88.8,84.1,61.9,1,1.9,11,48,7,0,51,21,2,17,41.2,2.3,699,16,68.8,11,24,13,21,1,0.07,32,29,0,0,74,40.9
1625,Arthur Melo,MF,Barcelona,1626,15,4,10,9,4,5,2,13.1,942,476,349,61,90.3,93.5,94.1,76.3,3,1.7,11,94,15,0,88,29,9,8,62.5,1.3,1144,34,91.2,30,24,18,48,3,0.23,11,44,0,0,72,33.3
1626,Memphis,"FW,MF",Lyon,1627,4,0,3,0,2,2,0,11.3,358,209,96,28,73.8,86.7,73.3,46.7,2,2.6,25,33,14,1,49,55,5,47,42.6,3.9,621,47,55.3,39,35,19,101,8,0.71,8,18,1,0,42,20.0
1627,Pedro Mendes,DF,Montpellier,1628,28,15,17,19,28,42,1,15.3,576,185,298,89,79.7,87.7,90.9,56.0,0,0.1,2,67,3,1,64,6,0,9,33.3,1.7,875,7,71.4,19,6,4,3,1,0.07,25,22,0,0,100,49.0
1628,Thiago Mendes,MF,Lyon,1629,43,21,29,21,46,36,0,20.1,1004,504,367,102,85.5,93.2,88.2,66.2,6,1.4,23,120,18,3,129,44,9,26,11.5,1.2,1403,14,57.1,14,27,23,28,0,0.00,21,19,0,0,135,59.1
1629,Brais Méndez,"MF,FW",Celta Vigo,1630,26,12,11,20,12,23,1,16.4,510,295,147,38,73.2,84.3,75.4,45.8,2,1.0,17,57,17,3,69,41,4,25,32.0,2.1,907,41,53.7,35,42,20,113,0,0.00,28,36,0,0,76,41.0
1630,Édgar Méndez,"MF,FW",Alavés,1631,11,5,7,10,5,7,0,9.6,120,73,33,6,61.2,71.6,61.1,37.5,0,0.6,5,13,5,4,10,14,0,8,37.5,0.5,292,21,61.9,22,17,21,49,1,0.10,22,18,0,0,45,35.1
1631,Stiven Mendoza,"FW,MF",Amiens,1632,12,4,7,13,9,3,1,12.2,262,152,87,14,67.9,80.9,74.4,41.2,0,0.7,9,23,8,1,32,30,4,23,43.5,3.6,536,44,59.1,48,43,33,86,5,0.41,21,21,0,0,54,36.4
1632,Alexandre Mendy,FW,Brest,1633,5,1,1,4,0,10,0,10.0,115,72,35,5,70.6,79.1,68.6,62.5,1,0.4,6,4,3,1,10,16,3,28,32.1,3.2,250,11,72.7,9,20,10,45,3,0.30,22,10,0,0,24,48.7
1633,Benjamin Mendy,DF,Manchester City,1634,18,9,15,10,16,21,3,16.6,1107,595,403,68,84.6,91.8,86.7,62.4,2,1.4,20,53,32,13,87,41,7,10,10.0,0.4,1434,27,70.4,60,13,17,176,0,0.00,12,1,0,0,83,44.1
1634,Edouard Mendy,GK,Rennes,1635,0,0,0,0,0,5,1,24.0,581,67,287,227,73.6,100.0,98.0,53.3,0,0.0,0,5,0,0,0,3,0,0,,0.0,836,1,100.0,0,0,0,0,0,0.00,1,5,0,0,45,100.0
1635,Ferland Mendy,DF,Real Madrid,1636,32,14,26,19,22,30,1,20.1,1060,635,311,76,84.7,93.2,81.4,67.3,3,2.4,20,46,21,9,64,45,6,7,42.9,0.6,1469,69,71.0,69,38,17,131,1,0.05,25,29,1,0,97,57.8
1636,Nampalys Mendy,MF,Leicester City,1637,7,4,5,4,6,6,0,3.2,192,95,74,13,90.6,93.1,92.5,76.5,0,0.1,3,16,1,1,13,9,0,1,100.0,0.0,249,2,50.0,1,5,2,6,0,0.00,4,8,0,0,32,71.4
1637,Hamza Mendyl,DF,Dijon,1638,49,29,32,16,23,47,0,16.0,649,359,225,48,76.4,90.0,76.8,42.9,0,1.0,8,33,7,6,47,32,2,10,10.0,0.5,1059,48,43.8,55,24,5,52,1,0.06,24,5,0,0,81,17.4
1638,Chris Mepham,DF,Bournemouth,1639,20,11,9,17,17,62,1,10.1,434,161,236,30,85.9,93.1,90.4,56.6,0,0.1,1,14,0,0,28,6,1,7,28.6,0.9,645,5,60.0,4,5,4,3,1,0.10,11,5,0,0,54,58.9
1639,Levent Mercan,"MF,FW",Schalke 04,1640,0,0,0,0,0,2,1,0.8,23,13,9,1,74.2,92.9,75.0,33.3,0,0.0,0,0,0,0,1,2,0,1,0.0,0.0,39,2,100.0,1,3,2,4,0,0.00,2,3,0,0,5,0.0
1640,Jorge Meré,DF,Köln,1641,6,1,5,13,14,30,0,6.9,338,76,205,56,88.0,89.4,94.5,71.8,0,0.1,2,27,0,0,27,6,0,3,33.3,0.8,466,1,100.0,4,4,3,0,1,0.15,7,10,0,1,39,35.7
