,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
20716,Hull City,Will Keane,26.0,Centre-Forward,Ipswich,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20717,Hull City,Callum Burton,22.0,Goalkeeper,Cambridge Utd.,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20718,Hull City,Liam Ridgewell,35.0,Centre-Back,Southend United,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20719,Hull City,Evandro,32.0,Attacking Midfield,Santos FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20743,Preston North End,Callum Robinson,24.0,Left Winger,Sheff Utd,€7.80m,out,Summer,7.8,Championship,2019,2019/2020
20744,Preston North End,Marnick Vermijl,27.0,Left-Back,MVV Maastricht,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20745,Preston North End,Tom Stead,19.0,Centre-Back,Chorley,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20746,Preston North End,Michael Howard,19.0,Centre-Forward,Morecambe FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20747,Preston North End,Andy Boyle,28.0,Centre-Back,Dundalk FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20764,Blackburn Rovers,David Raya,23.0,Goalkeeper,Brentford,€3.35m,out,Summer,3.35,Championship,2019,2019/2020
20765,Blackburn Rovers,Charlie Albinson,22.0,Goalkeeper,Southport,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20766,Blackburn Rovers,Paul Downing,27.0,Centre-Back,Portsmouth,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20788,Stoke City,Erik Pieters,30.0,Left-Back,Burnley,€1.10m,out,Summer,1.1,Championship,2019,2019/2020
20789,Stoke City,Bojan Krkic,28.0,Second Striker,Montreal,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20790,Stoke City,Geoff Cameron,34.0,Defensive Midfield,QPR,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20791,Stoke City,Saido Berahino,26.0,Centre-Forward,Zulte Waregem,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20792,Stoke City,Charlie Adam,33.0,Central Midfield,Reading,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20823,Birmingham City,Ché Adams,22.0,Centre-Forward,Southampton,€16.70m,out,Summer,16.7,Championship,2019,2019/2020
20824,Birmingham City,Jota Peleteiro,28.0,Right Winger,Aston Villa,€4.50m,out,Summer,4.5,Championship,2019,2019/2020
20825,Birmingham City,Isaac Vassell,25.0,Centre-Forward,Cardiff,€2.20m,out,Summer,2.2,Championship,2019,2019/2020
20826,Birmingham City,Francis Amartey,20.0,Centre-Forward,Slough,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20827,Birmingham City,Michael Morrison,31.0,Centre-Back,Reading,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20828,Birmingham City,Viv Solomon-Otabor,23.0,Left Winger,CSKA-Sofia,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20829,Birmingham City,Bez Lubala,21.0,Left Winger,Crawley Town,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20830,Birmingham City,Greg Stewart,29.0,Centre-Forward,Rangers,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20855,Wigan Athletic,Jamie Walker,26.0,Left Winger,Heart of Midl.,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20856,Wigan Athletic,Nick Powell,25.0,Attacking Midfield,Stoke City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20857,Wigan Athletic,Shaun MacDonald,31.0,Central Midfield,Rotherham,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20858,Wigan Athletic,James Vaughan,30.0,Centre-Forward,Bradford,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20859,Wigan Athletic,Callum McManaman,28.0,Right Winger,Luton,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20860,Wigan Athletic,Dan Lavercombe,22.0,Goalkeeper,Fylde,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20886,Queens Park Rangers,Luke Freeman,27.0,Attacking Midfield,Sheff Utd,€5.60m,out,Summer,5.6,Championship,2019,2019/2020
20887,Queens Park Rangers,Darnell Furlong,23.0,Right-Back,West Brom,€1.70m,out,Summer,1.7,Championship,2019,2019/2020
20888,Queens Park Rangers,Massimo Luongo,26.0,Central Midfield,Sheff Wed,€1.10m,out,Summer,1.1,Championship,2019,2019/2020
20889,Queens Park Rangers,Jordan Cousins,25.0,Central Midfield,Stoke City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20890,Queens Park Rangers,Jake Bidwell,26.0,Left-Back,Swansea,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20891,Queens Park Rangers,David Wheeler,28.0,Right Midfield,Wycombe,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20892,Queens Park Rangers,Matt Ingram,25.0,Goalkeeper,Hull City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20893,Queens Park Rangers,Alex Baptiste,33.0,Centre-Back,Doncaster,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20894,Queens Park Rangers,Joel Lynch,31.0,Centre-Back,Sunderland,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20895,Queens Park Rangers,Pawel Wszolek,27.0,Right Winger,Legia Warszawa,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20923,Reading FC,Jón Dadi Bödvarsson,27.0,Centre-Forward,Millwall,€850Th.,out,Summer,0.85,Championship,2019,2019/2020
20924,Reading FC,Joey van den Berg,33.0,Defensive Midfield,NEC Nijmegen,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20925,Reading FC,Danzell Gravenberch,25.0,Centre-Forward,TOP Oss,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20926,Reading FC,Andrija Novakovich,22.0,Centre-Forward,Frosinone,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20927,Reading FC,Anssi Jaakkola,32.0,Goalkeeper,Bristol Rovers,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20928,Reading FC,Liam Kelly,23.0,Central Midfield,Feyenoord,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20953,Millwall FC,Ryan Tunnicliffe,26.0,Central Midfield,Luton,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20954,Millwall FC,Conor McLaughlin,27.0,Right-Back,Sunderland,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20955,Millwall FC,Lee Gregory,30.0,Centre-Forward,Stoke City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20956,Millwall FC,Lazar Stojsavljevic,21.0,Centre-Back,Newport County,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20957,Millwall FC,David Martin,33.0,Goalkeeper,West Ham,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20958,Millwall FC,Sid Nelson,23.0,Centre-Back,Tranmere Rovers,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20959,Millwall FC,Tom King,24.0,Goalkeeper,Newport County,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20979,Luton Town,James Justin,21.0,Right-Back,Leicester,€6.70m,out,Summer,6.7,Championship,2019,2019/2020
20980,Luton Town,Jack Stacey,23.0,Right-Back,Bournemouth,€4.45m,out,Summer,4.45,Championship,2019,2019/2020
20981,Luton Town,Luke Gambin,26.0,Left Winger,Colchester Utd.,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20982,Luton Town,Arthur Read,19.0,Central Midfield,Brentford B,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20983,Luton Town,Aaron Jarvis,21.0,Centre-Forward,Sutton Utd,free transfer,out,Summer,0.0,Championship,2019,2019/2020
20984,Luton Town,Alan McCormack,35.0,Defensive Midfield,Northampton,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21009,Barnsley FC,Ethan Pinnock,26.0,Centre-Back,Brentford,€3.35m,out,Summer,3.35,Championship,2019,2019/2020
21010,Barnsley FC,Kieffer Moore,26.0,Centre-Forward,Wigan,€2.70m,out,Summer,2.7,Championship,2019,2019/2020
21011,Barnsley FC,Liam Lindsay,23.0,Centre-Back,Stoke City,€2.25m,out,Summer,2.25,Championship,2019,2019/2020
21012,Barnsley FC,Lloyd Isgrove,26.0,Right Winger,Swindon Town,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21013,Barnsley FC,Zeki Fryers,26.0,Left-Back,Swindon Town,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21014,Barnsley FC,Adam Jackson,25.0,Centre-Back,Hibernian FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21015,Barnsley FC,Ryan Hedges,23.0,Right Winger,Aberdeen FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21016,Barnsley FC,Adam Davies,26.0,Goalkeeper,Stoke City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21038,Charlton Athletic,Anfernee Dijksteel,22.0,Right-Back,Middlesbrough,€2.20m,out,Summer,2.2,Championship,2019,2019/2020
21039,Charlton Athletic,Ben Reeves,27.0,Attacking Midfield,MK Dons,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21040,Charlton Athletic,Tariqe Fosu,23.0,Left Winger,Oxford United,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21041,Charlton Athletic,Joe Aribo,22.0,Central Midfield,Rangers,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21042,Charlton Athletic,Patrick Bauer,26.0,Centre-Back,Preston,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21043,Charlton Athletic,Jamie Mascoll,22.0,Left-Back,Wycombe,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21044,Charlton Athletic,Josh Parker,28.0,Centre-Forward,Wycombe,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21045,Charlton Athletic,Mark Marshall,33.0,Right Winger,Gillingham FC,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21046,Charlton Athletic,Igor Vetokele,27.0,Centre-Forward,KVC Westerlo,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21047,Charlton Athletic,Nicky Ajose,27.0,Centre-Forward,Exeter City,free transfer,out,Summer,0.0,Championship,2019,2019/2020
21060,Cardiff City,Bobby Reid,26.0,Attacking Midfield,Fulham,€8.90m,out,Winter,8.9,Championship,2019,2019/2020
21061,Cardiff City,Gary Madine,29.0,Centre-Forward,Blackpool,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21062,Cardiff City,Lee Peltier,33.0,Right-Back,West Brom,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21063,Cardiff City,Brian Murphy,36.0,Goalkeeper,Waterford FC,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21086,Huddersfield Town,Aaron Mooy,29.0,Central Midfield,Brighton,€3.30m,out,Winter,3.3,Championship,2019,2019/2020
21102,Leeds United,Pawel Cibicki,26.0,Left Winger,Pogon Szczecin,€450Th.,out,Winter,0.45,Championship,2019,2019/2020
21131,Middlesbrough FC,Darren Randolph,32.0,Goalkeeper,West Ham,€4.70m,out,Winter,4.7,Championship,2019,2019/2020
21142,Bristol City,Josh Brownhill,24.0,Central Midfield,Burnley,€10.00m,out,Winter,10.0,Championship,2019,2019/2020
21143,Bristol City,Rodri Ríos,29.0,Centre-Forward,Real Oviedo,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21155,Nottingham Forest,Chema Rodríguez,27.0,Centre-Back,Getafe,€1.50m,out,Winter,1.5,Championship,2019,2019/2020
21156,Nottingham Forest,Claudio Yacob,32.0,Defensive Midfield,Nacional,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21167,Swansea City,Borja Bastón,27.0,Centre-Forward,Aston Villa,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21201,Hull City,Jarrod Bowen,23.0,Right Winger,West Ham,€21.30m,out,Winter,21.3,Championship,2019,2019/2020
21202,Hull City,Kamil Grosicki,31.0,Left Winger,West Brom,€950Th.,out,Winter,0.95,Championship,2019,2019/2020
21211,Preston North End,Chris Maxwell,29.0,Goalkeeper,Blackpool,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21222,Blackburn Rovers,Ben Gladwin,27.0,Central Midfield,MK Dons,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21229,Stoke City,Badou Ndiaye,29.0,Central Midfield,Trabzonspor,Loan fee:€176Th.,out,Winter,0.176,Championship,2019,2019/2020
21230,Stoke City,Giannelli Imbula,27.0,Defensive Midfield,Sochi,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21239,Birmingham City,Fran Villalba,21.0,Attacking Midfield,UD Almería,Loan fee:€400Th.,out,Winter,0.4,Championship,2019,2019/2020
21280,Millwall FC,Tom Elliott,29.0,Centre-Forward,Salford,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21299,Barnsley FC,Dylan Mottley-Henry,22.0,Right Midfield,Bradford,free transfer,out,Winter,0.0,Championship,2019,2019/2020
21335,Barnsley FC,Jacob Brown,22.0,Centre-Forward,Stoke City,€2.20m,out,Summer,2.2,Championship,2020,2020/2021
21336,Barnsley FC,Samuel Sahin-Radlinger,27.0,Goalkeeper,SV Ried,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21337,Barnsley FC,Kenny Dougall,27.0,Defensive Midfield,Blackpool,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21338,Barnsley FC,Dani Pinillos,27.0,Left-Back,Miedz Legnica,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21339,Barnsley FC,Jake Greatorex,20.0,Goalkeeper,Penistone,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21371,Birmingham City,Jude Bellingham,17.0,Central Midfield,Bor. Dortmund,€25.00m,out,Summer,25.0,Championship,2020,2020/2021
21372,Birmingham City,Álvaro Giménez,29.0,Centre-Forward,Cádiz CF,€2.70m,out,Summer,2.7,Championship,2020,2020/2021
21373,Birmingham City,David Stockdale,34.0,Goalkeeper,Wycombe,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21374,Birmingham City,Jake Weaver,23.0,Goalkeeper,Leamington,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21375,Birmingham City,Kerim Mrabti,26.0,Second Striker,KV Mechelen,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21376,Birmingham City,Jacques Maghoma,32.0,Left Midfield,SC East Bengal,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21377,Birmingham City,Jonathan Grounds,32.0,Centre-Back,Swindon Town,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21409,Blackburn Rovers,Dominic Samuel,26.0,Centre-Forward,Gillingham FC,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21410,Blackburn Rovers,Danny Graham,35.0,Centre-Forward,Sunderland,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21411,Blackburn Rovers,Richard Smallwood,29.0,Central Midfield,Hull City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21412,Blackburn Rovers,Jayson Leutwiler,31.0,Goalkeeper,Fleetwood,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21437,AFC Bournemouth,Nathan Aké,25.0,Centre-Back,Man City,€45.30m,out,Summer,45.3,Championship,2020,2020/2021
21438,AFC Bournemouth,Callum Wilson,28.0,Centre-Forward,Newcastle,€22.25m,out,Summer,22.25,Championship,2020,2020/2021
21439,AFC Bournemouth,Aaron Ramsdale,22.0,Goalkeeper,Sheff Utd,€20.50m,out,Summer,20.5,Championship,2020,2020/2021
21440,AFC Bournemouth,Harry Arter,30.0,Central Midfield,Nottm Forest,€5.50m,out,Summer,5.5,Championship,2020,2020/2021
21441,AFC Bournemouth,Artur Boruc,40.0,Goalkeeper,Legia Warszawa,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21442,AFC Bournemouth,Jordon Ibe,24.0,Right Winger,Derby,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21443,AFC Bournemouth,Brad Smith,26.0,Left-Back,Seattle,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21444,AFC Bournemouth,Matt Butcher,23.0,Defensive Midfield,Accrington,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21445,AFC Bournemouth,Ryan Fraser,26.0,Left Winger,Newcastle,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21446,AFC Bournemouth,Jermain Defoe,37.0,Centre-Forward,Rangers,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21461,Brentford FC,Ollie Watkins,24.0,Centre-Forward,Aston Villa,€34.00m,out,Summer,34.0,Championship,2020,2020/2021
21462,Brentford FC,Saïd Benrahma,25.0,Left Winger,West Ham,Loan fee:€4.40m,out,Summer,4.4,Championship,2020,2020/2021
21463,Brentford FC,Dru Yearwood,20.0,Central Midfield,New York RB,€500Th.,out,Summer,0.5,Championship,2020,2020/2021
21464,Brentford FC,Kamohelo Mokotjo,29.0,Defensive Midfield,Cincinnati,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21465,Brentford FC,Justin Shaibu,22.0,Centre-Forward,FC Fredericia,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21483,Bristol City,Niclas Eliasson,24.0,Left Midfield,Nîmes Olympique,€3.00m,out,Summer,3.0,Championship,2020,2020/2021
21484,Bristol City,Sammie Szmodics,24.0,Attacking Midfield,Peterborough,€1.10m,out,Summer,1.1,Championship,2020,2020/2021
21485,Bristol City,Matty Taylor,30.0,Centre-Forward,Oxford United,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21486,Bristol City,Bailey Wright,28.0,Centre-Back,Sunderland,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21487,Bristol City,Korey Smith,29.0,Central Midfield,Swansea,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21512,Cardiff City,Neil Etheridge,30.0,Goalkeeper,Birmingham,€2.22m,out,Summer,2.22,Championship,2020,2020/2021
21513,Cardiff City,Callum Paterson,25.0,Centre-Forward,Sheff Wed,€550Th.,out,Summer,0.55,Championship,2020,2020/2021
21514,Cardiff City,Jake Evans,22.0,Defensive Midfield,Hemel,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21515,Cardiff City,Danny Ward,29.0,Centre-Forward,Huddersfield,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21516,Cardiff City,Omar Bogle,27.0,Centre-Forward,Charlton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21544,Coventry City,Bouwe Bosma,24.0,Defensive Midfield,Lewes,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21545,Coventry City,Charlie Wakefield,22.0,Right Midfield,Wealdstone,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21546,Coventry City,Reise Allassani,24.0,Left Winger,Dulwich Hamlet,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21547,Coventry City,Dexter Walters,21.0,Left Midfield,Tamworth,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21548,Coventry City,Jak Hickman,21.0,Right-Back,Bolton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21549,Coventry City,Callum Maycock,22.0,Defensive Midfield,Solihull Moors,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21579,Derby County,Jayden Bogle,20.0,Right-Back,Sheff Utd,€3.85m,out,Summer,3.85,Championship,2020,2020/2021
21580,Derby County,Max Lowe,23.0,Left-Back,Sheff Utd,€3.85m,out,Summer,3.85,Championship,2020,2020/2021
21581,Derby County,Chris Martin,31.0,Centre-Forward,Bristol City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21611,Huddersfield Town,Karlan Grant,23.0,Centre-Forward,West Brom,€16.50m,out,Summer,16.5,Championship,2020,2020/2021
21612,Huddersfield Town,Ramadan Sobhi,23.0,Left Winger,Pyramids FC,€5.00m,out,Summer,5.0,Championship,2020,2020/2021
21613,Huddersfield Town,Steve Mounié,25.0,Centre-Forward,Stade Brestois,€5.00m,out,Summer,5.0,Championship,2020,2020/2021
21614,Huddersfield Town,Terence Kongolo,26.0,Centre-Back,Fulham,€4.40m,out,Summer,4.4,Championship,2020,2020/2021
21615,Huddersfield Town,Elias Kachunga,28.0,Right Winger,Sheff Wed,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21616,Huddersfield Town,Joel Coleman,24.0,Goalkeeper,Fleetwood,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21617,Huddersfield Town,Jon Gorenc Stankovic,24.0,Defensive Midfield,Sturm Graz,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21618,Huddersfield Town,Herbert Bockhorn,25.0,Right-Back,VfL Bochum,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21642,Luton Town,Marek Stech,30.0,Goalkeeper,Mansfield Town,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21643,Luton Town,Frankie Musonda,22.0,Centre-Back,Raith Rovers,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21644,Luton Town,Jake Jervis,28.0,Right Winger,SJK Seinäjoki,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21645,Luton Town,Donervon Daniels,26.0,Centre-Back,Crewe Alexandra,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21669,Middlesbrough FC,Aynsley Pears,22.0,Goalkeeper,Blackburn,€440Th.,out,Summer,0.44,Championship,2020,2020/2021
21670,Middlesbrough FC,Daniel Ayala,29.0,Centre-Back,Blackburn,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21671,Middlesbrough FC,Ryan Shotton,32.0,Centre-Back,Leek Town FC,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21672,Middlesbrough FC,George Friend,32.0,Left-Back,Birmingham,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21673,Middlesbrough FC,Adam Clayton,31.0,Central Midfield,Birmingham,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21690,Millwall FC,Aiden O'Brien,26.0,Left Winger,Sunderland,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21719,Norwich City,Ben Godfrey,22.0,Centre-Back,Everton,€27.50m,out,Summer,27.5,Championship,2020,2020/2021
21720,Norwich City,Jamal Lewis,22.0,Left-Back,Newcastle,€16.50m,out,Summer,16.5,Championship,2020,2020/2021
21721,Norwich City,Sean Raggett,26.0,Centre-Back,Portsmouth,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21722,Norwich City,Alexander Tettey,35.0,Defensive Midfield,Rosenborg,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21723,Norwich City,Mason Bloomfield,23.0,Centre-Forward,Hartlepool,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21759,Nottingham Forest,Matty Cash,23.0,Right-Back,Aston Villa,€15.75m,out,Summer,15.75,Championship,2020,2020/2021
21760,Nottingham Forest,Ben Watson,35.0,Central Midfield,Charlton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21761,Nottingham Forest,Albert Adomah,32.0,Right Winger,QPR,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21762,Nottingham Forest,Liam Bridcutt,31.0,Defensive Midfield,Lincoln City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21763,Nottingham Forest,Yohan Benalouane,33.0,Centre-Back,Aris Saloniki,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21786,Preston North End,Connor Simpson,20.0,Centre-Forward,Cork City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21787,Preston North End,Tom Clarke,32.0,Centre-Back,Salford,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21788,Preston North End,Jack Armer,19.0,Left-Back,Carlisle United,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21789,Preston North End,Kevin O'Connor,25.0,Left-Back,Cork City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21817,Queens Park Rangers,Eberechi Eze,22.0,Attacking Midfield,Crystal Palace,€17.80m,out,Summer,17.8,Championship,2020,2020/2021
21818,Queens Park Rangers,Ryan Manning,24.0,Left-Back,Swansea,€278Th.,out,Summer,0.278,Championship,2020,2020/2021
21819,Queens Park Rangers,Geoff Cameron,35.0,Defensive Midfield,Cincinnati,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21820,Queens Park Rangers,Grant Hall,28.0,Centre-Back,Middlesbrough,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21821,Queens Park Rangers,Toni Leistner,30.0,Centre-Back,Hamburger SV,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21849,Reading FC,Modou Barrow,27.0,Left Winger,Jeonbuk Hyundai,€1.60m,out,Summer,1.6,Championship,2020,2020/2021
21850,Reading FC,Chris Gunter,31.0,Right-Back,Charlton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21851,Reading FC,Danny Loader,19.0,Centre-Forward,FC Porto B,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21852,Reading FC,Vito Mannone,32.0,Goalkeeper,Monaco,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21853,Reading FC,Charlie Adam,34.0,Central Midfield,Dundee FC,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21854,Reading FC,Jordan Holsgrove,21.0,Central Midfield,Celta Vigo B,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21855,Reading FC,Tyler Blackett,26.0,Left-Back,Nottm Forest,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21856,Reading FC,Adrian Popa,32.0,Right Winger,FC Voluntari,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21884,Rotherham United,Laurence Bilboe,22.0,Goalkeeper,Oldham Athletic,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21909,Sheffield Wednesday,Jack Stobbs,23.0,Right Winger,Grantham,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21910,Sheffield Wednesday,Fernando Forestieri,30.0,Second Striker,Udinese Calcio,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21911,Sheffield Wednesday,Steven Fletcher,33.0,Centre-Forward,Stoke City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21912,Sheffield Wednesday,Morgan Fox,26.0,Left-Back,Stoke City,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21913,Sheffield Wednesday,Connor Kirby,21.0,Central Midfield,Harrogate Town,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21914,Sheffield Wednesday,Sam Winnall,29.0,Centre-Forward,Oxford United,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21915,Sheffield Wednesday,Sam Hutchinson,31.0,Defensive Midfield,Pafos FC,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21916,Sheffield Wednesday,Fraser Preston,22.0,Right Winger,Boston Utd,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21917,Sheffield Wednesday,Atdhe Nuhiu,31.0,Centre-Forward,APOEL Nicosia,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21946,Swansea City,Joe Rodon,22.0,Centre-Back,Spurs,€12.10m,out,Summer,12.1,Championship,2020,2020/2021
21947,Swansea City,Bersant Celina,24.0,Attacking Midfield,Dijon,€3.00m,out,Summer,3.0,Championship,2020,2020/2021
21948,Swansea City,Kristoffer Peterson,25.0,Left Winger,F. Düsseldorf,€450Th.,out,Summer,0.45,Championship,2020,2020/2021
21949,Swansea City,Erwin Mulder,31.0,Goalkeeper,Heerenveen,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21950,Swansea City,Mike van der Hoorn,27.0,Centre-Back,Arm. Bielefeld,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21951,Swansea City,Courtney Baker-Richardson,24.0,Centre-Forward,Barrow,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21990,Stoke City,Jack Butland,27.0,Goalkeeper,Crystal Palace,€1.10m,out,Summer,1.1,Championship,2020,2020/2021
21991,Stoke City,Peter Etebo,24.0,Central Midfield,Galatasaray,Loan fee:€675Th.,out,Summer,0.675,Championship,2020,2020/2021
