,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
21992,Stoke City,Benik Afobe,27.0,Centre-Forward,Trabzonspor,Loan fee:€100Th.,out,Summer,0.1,Championship,2020,2020/2021
21993,Stoke City,Stephen Ward,34.0,Left-Back,Ipswich,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21994,Stoke City,Adam Federici,35.0,Goalkeeper,Macarthur,free transfer,out,Summer,0.0,Championship,2020,2020/2021
21995,Stoke City,Mame Diouf,32.0,Centre-Forward,Hatayspor,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22025,Watford FC,Abdoulaye Doucouré,27.0,Central Midfield,Everton,€22.00m,out,Summer,22.0,Championship,2020,2020/2021
22026,Watford FC,Pervis Estupiñán,22.0,Left-Back,Villarreal,€16.40m,out,Summer,16.4,Championship,2020,2020/2021
22027,Watford FC,Luis Suárez,22.0,Centre-Forward,Granada CF,€7.00m,out,Summer,7.0,Championship,2020,2020/2021
22028,Watford FC,Dimitri Foulquier,27.0,Right-Back,Granada CF,€2.00m,out,Summer,2.0,Championship,2020,2020/2021
22029,Watford FC,Craig Dawson,30.0,Centre-Back,West Ham,Loan fee:€1.10m,out,Summer,1.1,Championship,2020,2020/2021
22030,Watford FC,Danny Welbeck,29.0,Centre-Forward,Brighton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22031,Watford FC,Jose Cholevas,36.0,Left-Back,Olympiacos,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22056,Wycombe Wanderers,Craig Mackail-Smith,36.0,Centre-Forward,Bedford Town,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22057,Wycombe Wanderers,Sido Jombati,32.0,Right-Back,Oldham Athletic,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22058,Wycombe Wanderers,Jamie Mascoll,23.0,Left-Back,Bolton,free transfer,out,Summer,0.0,Championship,2020,2020/2021
22075,Barnsley FC,Mike Bähre,25.0,Attacking Midfield,SV Meppen,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22090,Birmingham City,David Davis,29.0,Central Midfield,Shrewsbury,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22099,Blackburn Rovers,Derrick Williams,28.0,Centre-Back,Los Angeles,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22120,Brentford FC,Saïd Benrahma,25.0,Left Winger,West Ham,€23.10m,out,Winter,23.1,Championship,2020,2020/2021
22170,Derby County,Morgan Whittaker,20.0,Right Winger,Swansea,€795Th.,out,Winter,0.795,Championship,2020,2020/2021
22213,Middlesbrough FC,Tomas Mejias,31.0,Goalkeeper,Ankaraspor,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22222,Millwall FC,Jiri Skalak,28.0,Left Winger,Mlada Boleslav,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22241,Nottingham Forest,Tendayi Darikwa,29.0,Right-Back,Wigan,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22242,Nottingham Forest,Zach Clough,25.0,Second Striker,Wigan,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22259,Preston North End,Ben Davies,25.0,Centre-Back,Liverpool,€1.85m,out,Winter,1.85,Championship,2020,2020/2021
22281,Queens Park Rangers,Bright Osayi-Samuel,23.0,Right-Back,Fenerbahce,€508Th.,out,Winter,0.508,Championship,2020,2020/2021
22320,Swansea City,Joel Asoro,21.0,Right Winger,Djurgården,€700Th.,out,Winter,0.7,Championship,2020,2020/2021
22337,Stoke City,Ryan Shawcross,33.0,Centre-Back,Miami,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22338,Stoke City,Andy Lonergan,37.0,Goalkeeper,West Brom,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22356,Watford FC,Gerard Deulofeu,26.0,Centre-Forward,Udinese Calcio,€17.00m,out,Winter,17.0,Championship,2020,2020/2021
22357,Watford FC,Étienne Capoue,32.0,Defensive Midfield,Villarreal,€2.00m,out,Winter,2.0,Championship,2020,2020/2021
22369,Wycombe Wanderers,Josh Parker,30.0,Centre-Forward,Burton Albion,free transfer,out,Winter,0.0,Championship,2020,2020/2021
22388,Barnsley FC,Conor Chaplin,24.0,Second Striker,Ipswich,€875Th.,out,Summer,0.875,Championship,2021,2021/2022
22389,Barnsley FC,Michael Sollbauer,31.0,Centre-Back,Dynamo Dresden,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22390,Barnsley FC,Elliot Simoes,21.0,Attacking Midfield,AS Nancy,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22391,Barnsley FC,Marcel Ritzmaier,28.0,Central Midfield,SV Sandhausen,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22392,Barnsley FC,Corey Addai,23.0,Goalkeeper,Esbjerg fB,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22393,Barnsley FC,Alex Mowatt,26.0,Central Midfield,West Brom,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22416,Birmingham City,Iván Guzmán,30.0,Right Winger,AD Ceuta,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22417,Birmingham City,Andrés Prieto,27.0,Goalkeeper,Dinamo Tbilisi,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22418,Birmingham City,Mikel San José,32.0,Defensive Midfield,SD Amorebieta,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22419,Birmingham City,Agus Medina,26.0,Central Midfield,Ponferradina,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22420,Birmingham City,Jon Toral,26.0,Attacking Midfield,OFI Crete FC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22421,Birmingham City,Josh Dacres-Cogley,25.0,Right-Back,Tranmere Rovers,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22422,Birmingham City,Alen Halilovic,25.0,Attacking Midfield,Reading,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22445,Blackburn Rovers,Adam Armstrong,24.0,Centre-Forward,Southampton,€17.70m,out,Summer,17.7,Championship,2021,2021/2022
22446,Blackburn Rovers,Charlie Mulgrew,35.0,Centre-Back,Dundee United,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22447,Blackburn Rovers,Amari'i Bell,27.0,Left-Back,Luton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22448,Blackburn Rovers,Elliott Bennett,32.0,Right Midfield,Shrewsbury,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22449,Blackburn Rovers,Lewis Holtby,30.0,Central Midfield,Holstein Kiel,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22450,Blackburn Rovers,Brad Lyons,24.0,Central Midfield,Kilmarnock FC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22451,Blackburn Rovers,Corry Evans,30.0,Central Midfield,Sunderland,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22474,Blackpool FC,Liam Feeney,34.0,Right Midfield,Tranmere Rovers,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22475,Blackpool FC,Nathan Shaw,20.0,Left Midfield,Fylde,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22476,Blackpool FC,Alex Fojticek,21.0,Goalkeeper,Bardejov,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22477,Blackpool FC,Sullay Kaikai,25.0,Left Winger,Wycombe,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22478,Blackpool FC,Ollie Turton,28.0,Right-Back,Huddersfield,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22479,Blackpool FC,Adi Yussuf,28.0,Centre-Forward,Yeovil Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22497,AFC Bournemouth,Arnaut Danjuma,24.0,Centre-Forward,Villarreal,€23.50m,out,Summer,23.5,Championship,2021,2021/2022
22498,AFC Bournemouth,Sam Surridge,23.0,Centre-Forward,Stoke City,€2.90m,out,Summer,2.9,Championship,2021,2021/2022
22499,AFC Bournemouth,Diego Rico,28.0,Left-Back,Real Sociedad,€500Th.,out,Summer,0.5,Championship,2021,2021/2022
22500,AFC Bournemouth,Nnamdi Ofoborh,21.0,Central Midfield,Rangers,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22501,AFC Bournemouth,Asmir Begovic,34.0,Goalkeeper,Everton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22519,Bristol City,Marley Watkins,30.0,Right Winger,Cardiff,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22520,Bristol City,Hakeeb Adelakun,25.0,Right Winger,Lincoln City,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22521,Bristol City,Joe Wollacott,24.0,Goalkeeper,Swindon Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22522,Bristol City,Liam Walsh,23.0,Central Midfield,Swansea,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22523,Bristol City,Tommy Rowe,32.0,Left Midfield,Doncaster,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22524,Bristol City,Jamie Paterson,29.0,Second Striker,Swansea,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22525,Bristol City,Henri Lansbury,30.0,Central Midfield,Luton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22526,Bristol City,Jack Hunt,30.0,Right-Back,Sheff Wed,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22527,Bristol City,Famara Diédhiou,28.0,Centre-Forward,Alanyaspor,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22546,Cardiff City,Robert Glatzel,27.0,Centre-Forward,Hamburger SV,€1.00m,out,Summer,1.0,Championship,2021,2021/2022
22547,Cardiff City,Marley Watkins,30.0,Right Winger,Aberdeen FC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22548,Cardiff City,Junior Hoilett,31.0,Left Winger,Reading,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22549,Cardiff City,Joe Bennett,31.0,Left-Back,Wigan,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22550,Cardiff City,Sol Bamba,36.0,Centre-Back,Middlesbrough,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22551,Cardiff City,Jonathan Williams,27.0,Attacking Midfield,Swindon Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22552,Cardiff City,Joe Day,30.0,Goalkeeper,Newport County,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22575,Coventry City,Jordan Young,21.0,attack,Gloucester,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22576,Coventry City,Amadou Bakayoko,25.0,Centre-Forward,Bolton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22577,Coventry City,Morgan Williams,21.0,Centre-Back,Yeovil Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22578,Coventry City,Gervane Kastaneer,25.0,Left Winger,PEC Zwolle,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22600,Derby County,Martyn Waghorn,31.0,Centre-Forward,Coventry,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22601,Derby County,Henrich Ravas,23.0,Goalkeeper,FK Senica,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22602,Derby County,Jack Marriott,26.0,Centre-Forward,Peterborough,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22603,Derby County,George Sykes-Kenworthy,21.0,Goalkeeper,Boston Utd,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22604,Derby County,Scott Carson,35.0,Goalkeeper,Man City,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22605,Derby County,Jonathan Mitchell,26.0,Goalkeeper,Hartlepool,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22606,Derby County,Scott Malone,30.0,Left-Back,Millwall,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22624,Fulham FC,Aboubakar Kamara,26.0,Centre-Forward,Aris Saloniki,€3.50m,out,Summer,3.5,Championship,2021,2021/2022
22625,Fulham FC,Stefan Johansen,30.0,Central Midfield,QPR,€700Th.,out,Summer,0.7,Championship,2021,2021/2022
22626,Fulham FC,André Zambo Anguissa,25.0,Defensive Midfield,SSC Napoli,Loan fee:€600Th.,out,Summer,0.6,Championship,2021,2021/2022
22627,Fulham FC,Maxime Le Marchand,31.0,Centre-Back,R. Strasbourg,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22628,Fulham FC,Marcus Bettinelli,29.0,Goalkeeper,Chelsea,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22653,Huddersfield Town,Juninho Bacuna,24.0,Central Midfield,Rangers,€2.30m,out,Summer,2.3,Championship,2021,2021/2022
22654,Huddersfield Town,Isaac Mbenza,25.0,Right Winger,Qatar SC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22655,Huddersfield Town,Richard Keogh,34.0,Centre-Back,Blackpool,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22656,Huddersfield Town,Alex Pritchard,28.0,Attacking Midfield,Sunderland,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22657,Huddersfield Town,Jaden Brown,22.0,Left-Back,Sheff Wed,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22658,Huddersfield Town,Jayson Leutwiler,32.0,Goalkeeper,Oldham Athletic,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22659,Huddersfield Town,Christopher Schindler,31.0,Centre-Back,1.FC Nuremberg,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22660,Huddersfield Town,Richard Stearman,33.0,Centre-Back,Derby,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22661,Huddersfield Town,Demeaco Duhaney,22.0,Right-Back,Stoke City,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22687,Hull City,Jordan Flores,25.0,Central Midfield,Northampton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22688,Hull City,Reece Burke,24.0,Centre-Back,Luton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22689,Hull City,George Long,27.0,Goalkeeper,Millwall,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22690,Hull City,Max Clark,25.0,Left-Back,Fleetwood,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22718,Luton Town,James Collins,30.0,Centre-Forward,Cardiff,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22719,Luton Town,Matty Pearson,27.0,Centre-Back,Huddersfield,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22720,Luton Town,Kazenga LuaLua,30.0,Left Winger,Genclerbirligi,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22721,Luton Town,George Moncur,27.0,Central Midfield,Hull City,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22722,Luton Town,Brendan Galloway,25.0,Left-Back,Plymouth,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22723,Luton Town,Ryan Tunnicliffe,28.0,Central Midfield,Portsmouth,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22749,Middlesbrough FC,George Saville,28.0,Central Midfield,Millwall,€1.80m,out,Summer,1.8,Championship,2021,2021/2022
22750,Middlesbrough FC,Jordan Archer,28.0,Goalkeeper,QPR,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22751,Middlesbrough FC,Britt Assombalonga,28.0,Centre-Forward,Adana Demirspor,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22752,Middlesbrough FC,Ashley Fletcher,25.0,Centre-Forward,Watford,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22753,Middlesbrough FC,Marvin Johnson,30.0,Left Midfield,Sheff Wed,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22771,Millwall FC,Shane Ferguson,30.0,Left Midfield,Rotherham,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22772,Millwall FC,James Brown,23.0,Right-Back,St. Johnstone,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22773,Millwall FC,Shaun Williams,34.0,Defensive Midfield,Portsmouth,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22798,Nottingham Forest,Jordan Lawrence-Gabriel,22.0,Right-Back,Blackpool,€875Th.,out,Summer,0.875,Championship,2021,2021/2022
22799,Nottingham Forest,Fouad Bachirou,31.0,Defensive Midfield,Omonia Nikosia,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22800,Nottingham Forest,Yuri Ribeiro,24.0,Left-Back,Legia Warszawa,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22801,Nottingham Forest,Tyler Blackett,27.0,Left-Back,Cincinnati,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22802,Nottingham Forest,Sammy Ameobi,29.0,Left Winger,Middlesbrough,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22834,Peterborough United,Mo Eisa,27.0,Centre-Forward,MK Dons,€1.50m,out,Summer,1.5,Championship,2021,2021/2022
22835,Peterborough United,Archie Jones,20.0,Central Midfield,Bishop's St.,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22836,Peterborough United,Sam Cartwright,21.0,Centre-Back,St. Ives Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22837,Peterborough United,Frazer Blake-Tracy,25.0,Centre-Back,Burton Albion,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22838,Peterborough United,Louis Reed,24.0,Central Midfield,Swindon Town,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22839,Peterborough United,Bradley Rolt,18.0,Centre-Forward,Brackley,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22867,Preston North End,Graham Burke,27.0,Second Striker,Shamrock Rovers,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22868,Preston North End,Louis Moult,29.0,Centre-Forward,Burton Albion,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22869,Preston North End,Billy Bodin,29.0,Right Winger,Oxford United,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22870,Preston North End,Josh Ginnelly,24.0,Left Winger,Heart of Midl.,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22895,Queens Park Rangers,Joe Lumley,26.0,Goalkeeper,Middlesbrough,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22896,Queens Park Rangers,Tom Carroll,29.0,Central Midfield,Ipswich,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22897,Queens Park Rangers,Paul Smyth,23.0,Right Winger,Leyton Orient,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22922,Reading FC,Michael Olise,19.0,Right Midfield,Crystal Palace,€9.30m,out,Summer,9.3,Championship,2021,2021/2022
22923,Reading FC,Sone Aluko,32.0,Right Winger,Ipswich,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22924,Reading FC,Sam Baldock,32.0,Centre-Forward,Derby,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22925,Reading FC,Sam Walker,29.0,Goalkeeper,Kilmarnock FC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22926,Reading FC,Sam Smith,23.0,Centre-Forward,Cambridge Utd.,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22927,Reading FC,Omar Richards,23.0,Left-Back,Bayern Munich,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22949,Sheffield United,Aaron Ramsdale,23.0,Goalkeeper,Arsenal,€28.00m,out,Summer,28.0,Championship,2021,2021/2022
22950,Sheffield United,Phil Jagielka,39.0,Centre-Back,Derby,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22951,Sheffield United,Simon Moore,31.0,Goalkeeper,Coventry,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22952,Sheffield United,John Lundstram,27.0,Central Midfield,Rangers,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22980,Stoke City,Nathan Collins,20.0,Centre-Back,Burnley,€14.00m,out,Summer,14.0,Championship,2021,2021/2022
22981,Stoke City,Badou Ndiaye,30.0,Central Midfield,Aris Saloniki,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22982,Stoke City,John Mikel Obi,34.0,Defensive Midfield,Kuwait SC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22983,Stoke City,Kevin Wimmer,28.0,Centre-Back,Rapid Vienna,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22984,Stoke City,Moritz Bauer,29.0,Right-Back,Ufa,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22985,Stoke City,Jordan Cousins,27.0,Central Midfield,Wigan,free transfer,out,Summer,0.0,Championship,2021,2021/2022
22986,Stoke City,Ryan Woods,27.0,Defensive Midfield,Birmingham,free transfer,out,Summer,0.0,Championship,2021,2021/2022
23019,Swansea City,Connor Roberts,25.0,Right-Back,Burnley,€2.90m,out,Summer,2.9,Championship,2021,2021/2022
23020,Swansea City,Jamal Lowe,27.0,Right Winger,Bournemouth,€1.70m,out,Summer,1.7,Championship,2021,2021/2022
23021,Swansea City,Declan John,26.0,Left-Back,Bolton,free transfer,out,Summer,0.0,Championship,2021,2021/2022
23022,Swansea City,André Ayew,31.0,Left Winger,Al-Sadd SC,free transfer,out,Summer,0.0,Championship,2021,2021/2022
23023,Swansea City,George Byers,25.0,Central Midfield,Sheff Wed,free transfer,out,Summer,0.0,Championship,2021,2021/2022
23024,Swansea City,Kieron Freeman,29.0,Right-Back,Portsmouth,free transfer,out,Summer,0.0,Championship,2021,2021/2022
